GENENAME	GENEID	ENTREZID	GENEBIOTYPE
AC124945.1	ENSG00000241257	NA	processed_pseudogene
AC124947.1	ENSG00000257252	NA	lncRNA
AC124947.2	ENSG00000257512	NA	transcribed_processed_pseudogene
AC125232.1	ENSG00000231259	NA	unprocessed_pseudogene
AC125232.2	ENSG00000285793	NA	lncRNA
AC125238.1	ENSG00000233031	NA	processed_pseudogene
AC125238.2	ENSG00000233459	NA	processed_pseudogene
AC125257.1	ENSG00000259623	NA	lncRNA
AC125257.2	ENSG00000274630	NA	lncRNA
AC125336.1	ENSG00000251588	NA	processed_pseudogene
AC125388.1	ENSG00000241069	NA	transcribed_processed_pseudogene
AC125421.1	ENSG00000263574	100134391	lncRNA
AC125421.2	ENSG00000265927	NA	lncRNA
AC125437.1	ENSG00000267655	NA	lncRNA
AC125437.2	ENSG00000279474	NA	TEC
AC125437.3	ENSG00000286245	NA	lncRNA
AC125453.1	ENSG00000282191	NA	lncRNA
AC125494.1	ENSG00000219410	NA	lncRNA
AC125494.2	ENSG00000269892	NA	lncRNA
AC125494.3	ENSG00000270068	NA	lncRNA
AC125603.1	ENSG00000257654	NA	lncRNA
AC125603.2	ENSG00000257883	NA	lncRNA
AC125603.3	ENSG00000258249	NA	lncRNA
AC125603.4	ENSG00000275898	NA	lncRNA
AC125604.1	ENSG00000243977	NA	processed_pseudogene
AC125611.1	ENSG00000257464	NA	processed_pseudogene
AC125611.2	ENSG00000257954	NA	processed_pseudogene
AC125611.3	ENSG00000258232	NA	lncRNA
AC125611.4	ENSG00000258334	NA	lncRNA
AC125612.1	ENSG00000257169	NA	processed_pseudogene
AC125613.1	ENSG00000239381	NA	lncRNA
AC125613.2	ENSG00000276074	NA	misc_RNA
AC125616.1	ENSG00000256008	NA	lncRNA
AC125618.1	ENSG00000239774	NA	lncRNA
AC125634.1	ENSG00000223602	NA	unprocessed_pseudogene
AC125793.1	ENSG00000260832	NA	lncRNA
AC125807.1	ENSG00000234589	NA	processed_pseudogene
AC125807.2	ENSG00000250899	NA	lncRNA
AC126118.1	ENSG00000271993	NA	lncRNA
AC126120.1	ENSG00000213587	NA	processed_pseudogene
AC126121.1	ENSG00000241804	NA	processed_pseudogene
AC126121.2	ENSG00000242545	NA	lncRNA
AC126121.3	ENSG00000243295	NA	lncRNA
AC126124.1	ENSG00000225297	NA	processed_pseudogene
AC126124.2	ENSG00000237003	NA	processed_pseudogene
AC126172.1	ENSG00000201502	NA	snoRNA
AC126175.1	ENSG00000274647	NA	misc_RNA
AC126175.2	ENSG00000277738	NA	lncRNA
AC126177.1	ENSG00000257129	NA	transcribed_processed_pseudogene
AC126177.2	ENSG00000257392	NA	unprocessed_pseudogene
AC126177.3	ENSG00000257398	NA	lncRNA
AC126177.4	ENSG00000257426	NA	unprocessed_pseudogene
AC126177.5	ENSG00000257951	NA	unprocessed_pseudogene
AC126177.6	ENSG00000258072	NA	processed_pseudogene
AC126178.1	ENSG00000257194	NA	lncRNA
AC126182.1	ENSG00000240774	NA	processed_pseudogene
AC126182.2	ENSG00000244441	NA	processed_pseudogene
AC126182.3	ENSG00000286735	NA	lncRNA
AC126283.1	ENSG00000272795	NA	lncRNA
AC126283.2	ENSG00000285330	NA	protein_coding
AC126323.1	ENSG00000166104	NA	transcribed_unprocessed_pseudogene
AC126323.2	ENSG00000259697	NA	lncRNA
AC126323.3	ENSG00000259878	NA	lncRNA
AC126323.4	ENSG00000260375	NA	unprocessed_pseudogene
AC126323.5	ENSG00000260957	NA	lncRNA
AC126323.6	ENSG00000261296	NA	lncRNA
AC126335.1	ENSG00000260986	NA	lncRNA
AC126335.2	ENSG00000279595	NA	TEC
AC126365.1	ENSG00000264215	NA	lncRNA
AC126365.2	ENSG00000264662	NA	processed_pseudogene
AC126389.1	ENSG00000240808	NA	processed_pseudogene
AC126407.1	ENSG00000260978	NA	lncRNA
AC126468.1	ENSG00000287075	105369685	lncRNA
AC126471.1	ENSG00000257855	NA	processed_pseudogene
AC126474.1	ENSG00000279148	NA	TEC
AC126474.2	ENSG00000280088	NA	TEC
AC126544.1	ENSG00000280022	NA	TEC
AC126544.2	ENSG00000285668	NA	lncRNA
AC126564.1	ENSG00000280217	NA	TEC
AC126603.1	ENSG00000258628	NA	unprocessed_pseudogene
AC126614.1	ENSG00000258001	NA	lncRNA
AC126615.1	ENSG00000237774	NA	processed_pseudogene
AC126615.2	ENSG00000257121	NA	processed_pseudogene
AC126696.1	ENSG00000260177	NA	lncRNA
AC126696.2	ENSG00000260466	NA	lncRNA
AC126696.3	ENSG00000260498	NA	lncRNA
AC126755.1	ENSG00000205746	NA	transcribed_unprocessed_pseudogene
AC126755.2	ENSG00000257527	NA	lncRNA
AC126755.3	ENSG00000257563	NA	lncRNA
AC126755.4	ENSG00000276484	NA	unprocessed_pseudogene
AC126755.5	ENSG00000277647	NA	unprocessed_pseudogene
AC126755.6	ENSG00000285628	NA	lncRNA
AC126763.1	ENSG00000257391	NA	lncRNA
AC126768.1	ENSG00000248597	NA	lncRNA
AC126768.2	ENSG00000249731	NA	lncRNA
AC126768.3	ENSG00000288108	NA	lncRNA
AC126773.1	ENSG00000252040	NA	snoRNA
AC126773.2	ENSG00000252640	NA	snoRNA
AC126773.3	ENSG00000260084	NA	lncRNA
AC126773.4	ENSG00000260577	NA	lncRNA
AC126773.5	ENSG00000260860	NA	processed_pseudogene
AC126773.6	ENSG00000275383	NA	lncRNA
AC126915.1	ENSG00000253725	NA	processed_pseudogene
AC126915.2	ENSG00000274813	NA	unprocessed_pseudogene
AC126915.3	ENSG00000278441	NA	processed_pseudogene
AC127002.1	ENSG00000252192	NA	snoRNA
AC127002.2	ENSG00000275265	NA	lncRNA
AC127024.1	ENSG00000242439	NA	processed_pseudogene
AC127024.2	ENSG00000263603	NA	lncRNA
AC127024.3	ENSG00000265443	NA	lncRNA
AC127024.4	ENSG00000265791	NA	lncRNA
AC127024.5	ENSG00000266490	NA	lncRNA
AC127024.6	ENSG00000276250	NA	lncRNA
AC127024.7	ENSG00000279337	NA	TEC
AC127024.8	ENSG00000280069	NA	TEC
AC127029.1	ENSG00000259333	NA	unprocessed_pseudogene
AC127029.2	ENSG00000263489	NA	lncRNA
AC127029.3	ENSG00000285947	NA	protein_coding
AC127032.1	ENSG00000281642	NA	processed_pseudogene
AC127032.2	ENSG00000281815	NA	processed_pseudogene
AC127035.1	ENSG00000285658	NA	lncRNA
AC127070.1	ENSG00000236617	NA	lncRNA
AC127070.2	ENSG00000250790	NA	lncRNA
AC127070.3	ENSG00000255703	NA	processed_pseudogene
AC127070.4	ENSG00000278949	NA	TEC
AC127071.1	ENSG00000279343	NA	TEC
AC127071.2	ENSG00000279478	NA	TEC
AC127071.3	ENSG00000282480	NA	TEC
AC127164.1	ENSG00000257279	NA	lncRNA
AC127381.1	ENSG00000259769	NA	processed_pseudogene
AC127381.2	ENSG00000274347	NA	unprocessed_pseudogene
AC127381.3	ENSG00000288189	NA	unprocessed_pseudogene
AC127383.1	ENSG00000229462	NA	unprocessed_pseudogene
AC127391.1	ENSG00000237085	NA	processed_pseudogene
AC127455.1	ENSG00000260443	NA	processed_pseudogene
AC127459.1	ENSG00000260566	NA	lncRNA
AC127459.2	ENSG00000261090	112268176	lncRNA
AC127459.3	ENSG00000280400	NA	TEC
AC127496.1	ENSG00000261924	NA	lncRNA
AC127496.2	ENSG00000262098	NA	lncRNA
AC127496.3	ENSG00000262313	NA	lncRNA
AC127496.4	ENSG00000262662	NA	lncRNA
AC127496.5	ENSG00000262873	NA	lncRNA
AC127496.6	ENSG00000263218	NA	lncRNA
AC127496.7	ENSG00000280351	100129503	TEC
AC127502.1	ENSG00000215302	NA	transcribed_unprocessed_pseudogene
AC127502.2	ENSG00000270055	NA	lncRNA
AC127502.3	ENSG00000283345	NA	unprocessed_pseudogene
AC127518.1	ENSG00000281945	NA	lncRNA
AC127520.1	ENSG00000285661	NA	lncRNA
AC127521.1	ENSG00000262823	NA	lncRNA
AC127522.1	ENSG00000259277	NA	lncRNA
AC127526.1	ENSG00000254757	NA	lncRNA
AC127526.2	ENSG00000255367	NA	lncRNA
AC127526.3	ENSG00000284605	NA	transcribed_unprocessed_pseudogene
AC127526.4	ENSG00000287312	NA	lncRNA
AC127526.5	ENSG00000287906	NA	lncRNA
AC127537.1	ENSG00000260647	NA	lncRNA
AC127537.2	ENSG00000284449	NA	lncRNA
AC127540.1	ENSG00000266803	NA	lncRNA
AC127540.2	ENSG00000286743	NA	lncRNA
AC127894.1	ENSG00000258140	NA	lncRNA
AC128657.1	ENSG00000258073	NA	processed_pseudogene
AC128676.1	ENSG00000233918	NA	processed_pseudogene
AC128677.1	ENSG00000235147	NA	processed_pseudogene
AC128685.1	ENSG00000241168	NA	lncRNA
AC128687.1	ENSG00000270880	NA	processed_pseudogene
AC128687.2	ENSG00000273394	NA	lncRNA
AC128687.3	ENSG00000287805	NA	lncRNA
AC128688.1	ENSG00000244144	NA	processed_pseudogene
AC128688.2	ENSG00000285255	NA	processed_pseudogene
AC128707.1	ENSG00000258084	NA	lncRNA
AC128709.1	ENSG00000229912	NA	lncRNA
AC128709.2	ENSG00000235126	NA	lncRNA
AC128709.3	ENSG00000237167	NA	lncRNA
AC128709.4	ENSG00000280611	NA	lncRNA
AC128713.1	ENSG00000242036	NA	processed_pseudogene
AC128714.1	ENSG00000283625	NA	unprocessed_pseudogene
AC128716.1	ENSG00000243044	NA	processed_pseudogene
AC129102.1	ENSG00000256879	NA	lncRNA
AC129492.1	ENSG00000214999	107985075	lncRNA
AC129492.2	ENSG00000263427	NA	lncRNA
AC129492.3	ENSG00000263620	NA	protein_coding
AC129492.4	ENSG00000266824	NA	lncRNA
AC129492.5	ENSG00000271002	NA	processed_pseudogene
AC129492.6	ENSG00000275011	NA	unprocessed_pseudogene
AC129492.7	ENSG00000279152	NA	TEC
AC129502.1	ENSG00000280321	NA	TEC
AC129507.1	ENSG00000262061	100506388	lncRNA
AC129507.2	ENSG00000262294	NA	lncRNA
AC129507.3	ENSG00000262558	NA	lncRNA
AC129507.4	ENSG00000262920	NA	lncRNA
AC129507.5	ENSG00000263267	100506388	lncRNA
AC129507.6	ENSG00000275886	100506388	lncRNA
AC129507.7	ENSG00000282336	NA	lncRNA
AC129507.8	ENSG00000282426	NA	lncRNA
AC129510.1	ENSG00000265678	NA	lncRNA
AC129510.2	ENSG00000266654	NA	lncRNA
AC129778.1	ENSG00000279955	NA	transcribed_unprocessed_pseudogene
AC129803.1	ENSG00000287378	NA	lncRNA
AC129807.1	ENSG00000242009	NA	lncRNA
AC129850.1	ENSG00000232446	NA	unprocessed_pseudogene
AC129908.1	ENSG00000279543	NA	TEC
AC129915.1	ENSG00000282261	NA	lncRNA
AC129915.2	ENSG00000282428	NA	lncRNA
AC129915.3	ENSG00000282692	NA	lncRNA
AC129926.1	ENSG00000265246	NA	lncRNA
AC129926.2	ENSG00000285822	NA	lncRNA
AC130289.1	ENSG00000265833	NA	processed_pseudogene
AC130289.2	ENSG00000266416	NA	processed_pseudogene
AC130304.1	ENSG00000280064	NA	TEC
AC130307.1	ENSG00000287753	NA	lncRNA
AC130310.1	ENSG00000281111	NA	lncRNA
AC130324.1	ENSG00000263531	NA	lncRNA
AC130324.2	ENSG00000265334	NA	lncRNA
AC130324.3	ENSG00000275185	NA	lncRNA
AC130343.1	ENSG00000262791	NA	lncRNA
AC130343.2	ENSG00000277597	NA	lncRNA
AC130352.1	ENSG00000270154	NA	lncRNA
AC130360.1	ENSG00000235778	NA	unprocessed_pseudogene
AC130364.1	ENSG00000254487	NA	unprocessed_pseudogene
AC130364.2	ENSG00000255268	NA	unprocessed_pseudogene
AC130364.3	ENSG00000285429	NA	unprocessed_pseudogene
AC130364.4	ENSG00000285500	NA	unprocessed_pseudogene
AC130365.1	ENSG00000255211	NA	unprocessed_pseudogene
AC130366.1	ENSG00000254923	NA	processed_pseudogene
AC130371.1	ENSG00000262339	NA	lncRNA
AC130371.2	ENSG00000274370	NA	lncRNA
AC130404.1	ENSG00000256085	NA	lncRNA
AC130404.2	ENSG00000286246	NA	lncRNA
AC130415.1	ENSG00000257879	NA	lncRNA
AC130448.1	ENSG00000279202	NA	TEC
AC130448.2	ENSG00000279554	NA	TEC
AC130454.1	ENSG00000279276	NA	TEC
AC130456.1	ENSG00000259871	NA	lncRNA
AC130456.2	ENSG00000259925	NA	lncRNA
AC130456.3	ENSG00000260592	NA	lncRNA
AC130456.4	ENSG00000260681	NA	lncRNA
AC130456.5	ENSG00000260934	NA	lncRNA
AC130456.6	ENSG00000279747	NA	TEC
AC130456.7	ENSG00000280265	NA	TEC
AC130462.1	ENSG00000212445	NA	snoRNA
AC130462.2	ENSG00000261864	NA	lncRNA
AC130464.1	ENSG00000228480	NA	unprocessed_pseudogene
AC130466.1	ENSG00000283213	NA	lncRNA
AC130467.1	ENSG00000287010	NA	lncRNA
AC130469.1	ENSG00000267986	NA	lncRNA
AC130472.1	ENSG00000235695	NA	processed_pseudogene
AC130509.1	ENSG00000243596	NA	processed_pseudogene
AC130650.1	ENSG00000262529	NA	lncRNA
AC130650.2	ENSG00000276564	NA	lncRNA
AC130651.1	ENSG00000262171	NA	lncRNA
AC130686.1	ENSG00000278954	NA	TEC
AC130689.1	ENSG00000108958	NA	processed_pseudogene
AC130709.1	ENSG00000214525	NA	processed_pseudogene
AC130710.1	ENSG00000236989	NA	lncRNA
AC130710.2	ENSG00000288277	NA	lncRNA
AC130814.1	ENSG00000287284	NA	lncRNA
AC130888.1	ENSG00000288111	NA	lncRNA
AC130895.1	ENSG00000258337	NA	lncRNA
AC131009.1	ENSG00000255992	NA	lncRNA
AC131009.2	ENSG00000256955	NA	lncRNA
AC131009.3	ENSG00000273568	NA	lncRNA
AC131009.4	ENSG00000279283	NA	TEC
AC131011.1	ENSG00000233785	NA	lncRNA
AC131025.1	ENSG00000253865	NA	lncRNA
AC131025.2	ENSG00000275871	NA	lncRNA
AC131025.3	ENSG00000285736	NA	lncRNA
AC131055.1	ENSG00000264930	NA	processed_pseudogene
AC131055.2	ENSG00000275480	NA	unprocessed_pseudogene
AC131056.1	ENSG00000282229	NA	lncRNA
AC131056.2	ENSG00000282319	NA	unprocessed_pseudogene
AC131056.3	ENSG00000282389	NA	unprocessed_pseudogene
AC131056.4	ENSG00000282403	NA	unprocessed_pseudogene
AC131056.5	ENSG00000282512	NA	unprocessed_pseudogene
AC131056.6	ENSG00000282747	NA	lncRNA
AC131056.7	ENSG00000282768	NA	unprocessed_pseudogene
AC131094.1	ENSG00000249945	NA	lncRNA
AC131097.1	ENSG00000215023	NA	lncRNA
AC131097.2	ENSG00000224272	NA	lncRNA
AC131097.3	ENSG00000235151	NA	lncRNA
AC131097.4	ENSG00000281082	NA	lncRNA
AC131097.5	ENSG00000281624	NA	lncRNA
AC131097.6	ENSG00000281648	NA	lncRNA
AC131157.1	ENSG00000257253	NA	lncRNA
AC131159.1	ENSG00000276292	NA	lncRNA
AC131159.2	ENSG00000277873	NA	lncRNA
AC131160.1	ENSG00000283765	55486	protein_coding
AC131180.1	ENSG00000285819	NA	lncRNA
AC131182.1	ENSG00000250698	NA	lncRNA
AC131206.1	ENSG00000255836	NA	processed_pseudogene
AC131210.1	ENSG00000240888	NA	lncRNA
AC131211.1	ENSG00000240354	NA	lncRNA
AC131212.1	ENSG00000277186	NA	lncRNA
AC131212.2	ENSG00000279700	NA	TEC
AC131212.3	ENSG00000280287	NA	TEC
AC131212.4	ENSG00000280311	NA	TEC
AC131235.1	ENSG00000228205	NA	processed_pseudogene
AC131235.2	ENSG00000272721	NA	lncRNA
AC131235.3	ENSG00000273181	NA	lncRNA
AC131237.1	ENSG00000287421	NA	lncRNA
AC131238.1	ENSG00000274859	NA	lncRNA
AC131254.1	ENSG00000248964	NA	lncRNA
AC131254.2	ENSG00000253604	NA	lncRNA
AC131254.3	ENSG00000254086	NA	lncRNA
AC131274.1	ENSG00000264262	NA	lncRNA
AC131274.2	ENSG00000264431	NA	processed_pseudogene
AC131274.3	ENSG00000264970	NA	transcribed_processed_pseudogene
AC131280.1	ENSG00000279628	NA	TEC
AC131281.1	ENSG00000253166	NA	unprocessed_pseudogene
AC131281.2	ENSG00000254193	NA	processed_pseudogene
AC131391.1	ENSG00000260601	NA	lncRNA
AC131392.1	ENSG00000198237	NA	unprocessed_pseudogene
AC131392.2	ENSG00000251158	NA	unprocessed_pseudogene
AC131568.1	ENSG00000287195	NA	lncRNA
AC131571.1	ENSG00000228061	NA	lncRNA
AC131649.1	ENSG00000260756	NA	lncRNA
AC131649.2	ENSG00000279662	NA	TEC
AC131888.1	ENSG00000280182	NA	TEC
AC131901.1	ENSG00000281997	NA	lncRNA
AC131901.2	ENSG00000282141	NA	lncRNA
AC131902.1	ENSG00000260484	NA	lncRNA
AC131902.2	ENSG00000274295	NA	processed_pseudogene
AC131934.1	ENSG00000255158	NA	lncRNA
AC131935.1	ENSG00000255309	NA	processed_pseudogene
AC131935.2	ENSG00000280288	NA	TEC
AC131944.1	ENSG00000286618	NA	lncRNA
AC131953.1	ENSG00000250906	NA	lncRNA
AC131953.2	ENSG00000287182	NA	lncRNA
AC131956.1	ENSG00000250034	NA	lncRNA
AC131956.2	ENSG00000250777	NA	lncRNA
AC131956.3	ENSG00000287441	NA	lncRNA
AC131971.1	ENSG00000183562	NA	lncRNA
AC132008.1	ENSG00000213519	NA	processed_pseudogene
AC132008.2	ENSG00000214135	NA	transcribed_unprocessed_pseudogene
AC132068.1	ENSG00000279757	NA	TEC
AC132153.1	ENSG00000285755	NA	lncRNA
AC132154.1	ENSG00000278908	NA	TEC
AC132186.1	ENSG00000260146	NA	processed_pseudogene
AC132192.1	ENSG00000254397	NA	lncRNA
AC132192.2	ENSG00000268403	NA	lncRNA
AC132216.1	ENSG00000184566	NA	lncRNA
AC132217.1	ENSG00000240801	NA	lncRNA
AC132217.2	ENSG00000284779	NA	protein_coding
AC132219.1	ENSG00000253334	NA	lncRNA
AC132219.2	ENSG00000280193	NA	TEC
AC132479.1	ENSG00000224352	NA	unprocessed_pseudogene
AC132660.1	ENSG00000286574	NA	lncRNA
AC132660.2	ENSG00000287273	NA	lncRNA
AC132803.1	ENSG00000251031	NA	lncRNA
AC132807.1	ENSG00000226238	NA	lncRNA
AC132807.2	ENSG00000274840	NA	lncRNA
AC132812.1	ENSG00000265298	NA	unprocessed_pseudogene
AC132825.1	ENSG00000240103	NA	unprocessed_pseudogene
AC132825.2	ENSG00000243655	NA	lncRNA
AC132825.3	ENSG00000261020	NA	lncRNA
AC132825.4	ENSG00000266885	NA	transcribed_processed_pseudogene
AC132825.5	ENSG00000283879	NA	unprocessed_pseudogene
AC132825.6	ENSG00000284263	NA	unprocessed_pseudogene
AC132825.7	ENSG00000284300	NA	unprocessed_pseudogene
AC132825.8	ENSG00000284328	NA	unprocessed_pseudogene
AC132872.1	ENSG00000260563	NA	lncRNA
AC132872.2	ENSG00000264548	NA	lncRNA
AC132872.3	ENSG00000275888	NA	lncRNA
AC132872.4	ENSG00000280407	NA	TEC
AC132872.5	ENSG00000287737	NA	lncRNA
AC132938.1	ENSG00000260011	NA	lncRNA
AC132938.2	ENSG00000264812	NA	lncRNA
AC132938.3	ENSG00000265458	NA	lncRNA
AC132938.4	ENSG00000278964	NA	TEC
AC132938.5	ENSG00000279744	NA	TEC
AC132938.6	ENSG00000287193	NA	lncRNA
AC132942.1	ENSG00000240898	NA	processed_pseudogene
AC133040.1	ENSG00000287567	NA	lncRNA
AC133041.1	ENSG00000272710	NA	transcribed_unprocessed_pseudogene
AC133041.2	ENSG00000288131	NA	transcribed_unprocessed_pseudogene
AC133065.1	ENSG00000262151	NA	lncRNA
AC133065.2	ENSG00000262488	NA	processed_pseudogene
AC133065.3	ENSG00000280153	NA	TEC
AC133104.1	ENSG00000234903	NA	unprocessed_pseudogene
AC133104.2	ENSG00000277747	NA	unprocessed_pseudogene
AC133106.1	ENSG00000228073	NA	lncRNA
AC133134.1	ENSG00000244245	NA	processed_pseudogene
AC133141.1	ENSG00000229421	NA	processed_pseudogene
AC133435.1	ENSG00000233597	NA	processed_pseudogene
AC133473.1	ENSG00000236489	NA	processed_pseudogene
AC133480.1	ENSG00000258235	NA	lncRNA
AC133485.1	ENSG00000260344	NA	processed_pseudogene
AC133485.2	ENSG00000260402	NA	lncRNA
AC133485.3	ENSG00000260575	NA	lncRNA
AC133485.4	ENSG00000260649	NA	transcribed_processed_pseudogene
AC133485.5	ENSG00000260847	NA	lncRNA
AC133485.6	ENSG00000279997	NA	TEC
AC133485.7	ENSG00000286473	NA	lncRNA
AC133528.1	ENSG00000273113	NA	lncRNA
AC133530.1	ENSG00000286734	NA	lncRNA
AC133539.1	ENSG00000270385	NA	processed_pseudogene
AC133540.1	ENSG00000278716	NA	lncRNA
AC133548.1	ENSG00000260516	NA	unprocessed_pseudogene
AC133548.2	ENSG00000261127	NA	transcribed_processed_pseudogene
AC133550.1	ENSG00000252461	NA	snoRNA
AC133550.2	ENSG00000260570	NA	lncRNA
AC133550.3	ENSG00000261766	NA	lncRNA
AC133551.1	ENSG00000274175	102723655	protein_coding
AC133552.1	ENSG00000260714	NA	processed_pseudogene
AC133552.2	ENSG00000262587	NA	transcribed_unprocessed_pseudogene
AC133552.3	ENSG00000262700	NA	processed_pseudogene
AC133552.4	ENSG00000263326	NA	unprocessed_pseudogene
AC133552.5	ENSG00000275494	NA	lncRNA
AC133555.1	ENSG00000257506	NA	unprocessed_pseudogene
AC133555.2	ENSG00000257691	NA	processed_pseudogene
AC133555.3	ENSG00000258150	NA	transcribed_unprocessed_pseudogene
AC133555.4	ENSG00000260335	NA	unprocessed_pseudogene
AC133555.5	ENSG00000279228	NA	transcribed_unprocessed_pseudogene
AC133561.1	ENSG00000198555	NA	unprocessed_pseudogene
AC133561.2	ENSG00000259990	NA	unprocessed_pseudogene
AC133561.3	ENSG00000261197	NA	processed_pseudogene
AC133561.4	ENSG00000283065	NA	processed_pseudogene
AC133565.1	ENSG00000261810	NA	lncRNA
AC133569.1	ENSG00000261111	NA	processed_pseudogene
AC133633.1	ENSG00000281936	NA	lncRNA
AC133633.2	ENSG00000282263	NA	lncRNA
AC133634.1	ENSG00000253561	NA	lncRNA
AC133637.1	ENSG00000279708	NA	TEC
AC133637.2	ENSG00000287717	NA	lncRNA
AC133644.1	ENSG00000214354	NA	processed_pseudogene
AC133644.2	ENSG00000273445	NA	lncRNA
AC133644.3	ENSG00000284879	NA	lncRNA
AC133681.1	ENSG00000286919	NA	lncRNA
AC133785.1	ENSG00000233221	NA	lncRNA
AC133865.1	ENSG00000229943	NA	lncRNA
AC133919.1	ENSG00000260507	NA	lncRNA
AC133919.2	ENSG00000261172	NA	lncRNA
AC133919.3	ENSG00000277349	NA	unprocessed_pseudogene
AC133961.1	ENSG00000251009	NA	lncRNA
AC133963.1	ENSG00000248608	NA	processed_pseudogene
AC133963.2	ENSG00000249320	NA	processed_pseudogene
AC133965.1	ENSG00000225933	NA	processed_pseudogene
AC134026.1	ENSG00000271922	NA	snoRNA
AC134026.2	ENSG00000279305	NA	TEC
AC134043.1	ENSG00000252458	NA	snoRNA
AC134043.2	ENSG00000253256	NA	lncRNA
AC134043.3	ENSG00000279204	NA	TEC
AC134050.1	ENSG00000241537	NA	processed_pseudogene
AC134312.1	ENSG00000205037	NA	lncRNA
AC134312.2	ENSG00000260162	NA	lncRNA
AC134312.3	ENSG00000260166	NA	lncRNA
AC134312.4	ENSG00000261193	NA	lncRNA
AC134312.5	ENSG00000261327	NA	lncRNA
AC134312.6	ENSG00000261816	NA	lncRNA
AC134349.1	ENSG00000256712	NA	lncRNA
AC134349.2	ENSG00000256981	NA	unprocessed_pseudogene
AC134349.3	ENSG00000261853	NA	processed_pseudogene
AC134349.4	ENSG00000262531	NA	lncRNA
AC134407.1	ENSG00000266717	NA	lncRNA
AC134407.2	ENSG00000279573	NA	TEC
AC134407.3	ENSG00000279880	NA	TEC
AC134503.1	ENSG00000282327	NA	processed_pseudogene
AC134504.1	ENSG00000286651	NA	transcribed_unitary_pseudogene
AC134508.1	ENSG00000260670	NA	lncRNA
AC134508.2	ENSG00000287882	NA	lncRNA
AC134669.1	ENSG00000265118	NA	protein_coding
AC134682.1	ENSG00000261693	NA	lncRNA
AC134684.1	ENSG00000254796	NA	processed_pseudogene
AC134684.10	ENSG00000285927	NA	unprocessed_pseudogene
AC134684.11	ENSG00000285975	NA	protein_coding
AC134684.2	ENSG00000280939	NA	processed_pseudogene
AC134684.3	ENSG00000281040	NA	unprocessed_pseudogene
AC134684.4	ENSG00000281407	NA	unprocessed_pseudogene
AC134684.5	ENSG00000281862	NA	unprocessed_pseudogene
AC134684.6	ENSG00000284617	NA	unprocessed_pseudogene
AC134684.7	ENSG00000285659	NA	unprocessed_pseudogene
AC134684.8	ENSG00000285687	NA	protein_coding
AC134684.9	ENSG00000285765	NA	protein_coding
AC134698.1	ENSG00000250637	NA	unprocessed_pseudogene
AC134698.2	ENSG00000253195	NA	unprocessed_pseudogene
AC134698.3	ENSG00000253319	NA	processed_pseudogene
AC134698.4	ENSG00000254069	NA	processed_pseudogene
AC134698.5	ENSG00000254145	NA	processed_pseudogene
AC134772.1	ENSG00000244380	NA	lncRNA
AC134775.1	ENSG00000255165	NA	lncRNA
AC134878.1	ENSG00000274231	NA	processed_pseudogene
AC134878.2	ENSG00000278212	NA	transcribed_unprocessed_pseudogene
AC134879.1	ENSG00000224567	NA	processed_pseudogene
AC134879.2	ENSG00000271375	NA	processed_pseudogene
AC134879.3	ENSG00000275828	NA	unprocessed_pseudogene
AC134915.1	ENSG00000234398	NA	unprocessed_pseudogene
AC134978.1	ENSG00000264334	NA	lncRNA
AC134980.1	ENSG00000283680	NA	unprocessed_pseudogene
AC134980.2	ENSG00000284500	NA	lncRNA
AC134980.3	ENSG00000285472	NA	protein_coding
AC134981.1	ENSG00000280655	NA	IG_V_pseudogene
AC135001.1	ENSG00000227760	NA	processed_pseudogene
AC135012.1	ENSG00000261177	NA	lncRNA
AC135012.2	ENSG00000268078	NA	lncRNA
AC135012.3	ENSG00000268505	NA	lncRNA
AC135048.1	ENSG00000261487	NA	lncRNA
AC135048.2	ENSG00000262721	NA	lncRNA
AC135048.3	ENSG00000275263	NA	lncRNA
AC135048.4	ENSG00000279196	NA	TEC
AC135050.1	ENSG00000232748	NA	lncRNA
AC135050.2	ENSG00000255439	NA	protein_coding
AC135050.3	ENSG00000260911	NA	lncRNA
AC135050.4	ENSG00000261124	NA	lncRNA
AC135050.5	ENSG00000262766	NA	lncRNA
AC135050.6	ENSG00000278133	NA	lncRNA
AC135050.7	ENSG00000280160	NA	TEC
AC135068.1	ENSG00000182974	NA	protein_coding
AC135068.10	ENSG00000285116	NA	unprocessed_pseudogene
AC135068.11	ENSG00000285491	NA	transcribed_unprocessed_pseudogene
AC135068.2	ENSG00000278263	NA	IG_V_gene
AC135068.3	ENSG00000279408	NA	protein_coding
AC135068.4	ENSG00000279445	NA	unprocessed_pseudogene
AC135068.5	ENSG00000279639	NA	unprocessed_pseudogene
AC135068.6	ENSG00000281087	NA	processed_pseudogene
AC135068.7	ENSG00000281113	NA	lncRNA
AC135068.8	ENSG00000281179	NA	IG_V_gene
AC135068.9	ENSG00000281550	NA	IG_V_pseudogene
AC135166.1	ENSG00000253286	NA	lncRNA
AC135178.1	ENSG00000212206	NA	snoRNA
AC135178.2	ENSG00000226871	NA	lncRNA
AC135178.3	ENSG00000263809	NA	protein_coding
AC135178.4	ENSG00000265749	NA	lncRNA
AC135178.5	ENSG00000266279	NA	lncRNA
AC135178.6	ENSG00000269947	NA	lncRNA
AC135178.7	ENSG00000271029	NA	processed_pseudogene
AC135279.1	ENSG00000238440	NA	snoRNA
